lab,grp,metric,year,v,pct
CAPC 2015,Higher resp.,Net CO₂,2070,-4721.361339479905,-116.06125379461372
CAPC 2015,Lower resp.,Gross CO₂,2070,9271.264712328331,-27.695719815592568
CAPC 2015,Lower resp.,Net CO₂,2070,3701.684141251291,-70.02954175793523
CAPC 2015,World,Gross CO₂,2070,10865.72847562976,-74.92678305752789
CAPC 2015,World,Net CO₂,2070,-541.9461331092134,-101.27831650655096
CAPC 2025,Higher resp.,Gross CO₂,2070,1424.635708651535,-95.22978142078914
CAPC 2025,Higher resp.,Net CO₂,2070,-4104.558107878757,-113.96299599738795
CAPC 2025,Lower resp.,Gross CO₂,2070,8772.87876735656,-31.58250744633425
CAPC 2025,Lower resp.,Net CO₂,2070,3051.3919749538118,-75.29459233261022
CAPC 2025,World,Gross CO₂,2070,10718.93960413526,-75.2655057881738
CAPC 2025,World,Net CO₂,2070,-572.7679122639965,-101.35101743870594
ECPC 1990,Higher resp.,Gross CO₂,2070,1708.3005128189516,-94.27996448801802
ECPC 1990,Higher resp.,Net CO₂,2070,-4095.6285116529807,-113.93261905714694
ECPC 1990,Lower resp.,Gross CO₂,2070,7528.194976267545,-41.289485767449364
ECPC 1990,Lower resp.,Net CO₂,2070,2130.334290874435,-82.75187928792096
ECPC 1990,World,Gross CO₂,2070,9718.13389024982,-77.57491549206951
ECPC 1990,World,Net CO₂,2070,-1500.719174572437,-103.53982430236638
ECPC 2015,Higher resp.,Gross CO₂,2070,2366.603772219871,-92.07571646890744
ECPC 2015,Higher resp.,Net CO₂,2070,-2893.5857127733693,-109.84347758361592
ECPC 2015,Lower resp.,Gross CO₂,2070,6024.457093846897,-53.01676230932959
ECPC 2015,Lower resp.,Net CO₂,2070,5.71063717147581,-99.95376417696583
ECPC 2015,World,Gross CO₂,2070,8878.750703241434,-79.511834566840065
ECPC 2015,World,Net CO₂,2070,-2411.072296425335,-105.68712151764194
ECPC 2015*,Higher resp.,Gross CO₂,2070,1851.1950869221405,-93.80149946842319
ECPC 2015*,Higher resp.,Net CO₂,2070,-3603.80811813946,-112.25953123488388
ECPC 2015*,Lower resp.,Gross CO₂,2070,7126.344786752401,-44.42341512837291
ECPC 2015*,Lower resp.,Net CO₂,2070,1605.9203373545326,-86.99776464598705
ECPC 2015*,World,Gross CO₂,2070,9464.459220403423,-78.16028259784011
ECPC 2015*,World,Net CO₂,2070,-1524.525211100594,-103.59597683781287
ECPC 2025,Higher resp.,Gross CO₂,2070,2078.6880557056866,-93.03976706220807
ECPC 2025,Higher resp.,Net CO₂,2070,-2990.3832622246036,-110.17276608679248
ECPC 2025,Lower resp.,Gross CO₂,2070,6818.5116280469265,-46.82412912454379
ECPC 2025,Lower resp.,Net CO₂,2070,1015.4510340345405,-91.77846308569532
ECPC 2025,World,Gross CO₂,2070,9389.58630888841,-78.33305562062833
ECPC 2025,World,Net CO₂,2070,-1496.567491546546,-103.53003151186984
Source,Higher resp.,Gross CO₂,2070,3927.3424347592822,-86.84977378045329
Source,Higher resp.,Net CO₂,2070,-1083.821760875138,-103.68697397167621
Source,Lower resp.,Gross CO₂,2070,4389.362681803213,-65.76845565049354
Source,Lower resp.,Net CO₂,2070,-1963.0998901858234,-115.89411766070566
Source,World,Gross CO₂,2070,8803.396289365832,-79.68571868063081
Source,World,Net CO₂,2070,-2560.608944975535,-106.03984138129212
CAPC 1990,Higher resp.,Gross CO₂,2080,1283.2270723705196,-95.70327095916879
CAPC 1990,Higher resp.,Net CO₂,2080,-5264.107638123124,-117.90758272853856
CAPC 1990,Lower resp.,Gross CO₂,2080,6315.438416346355,-50.74747157896638
CAPC 1990,Lower resp.,Net CO₂,2080,-153.23268309068408,-101.24063900501692
CAPC 1990,World,Gross CO₂,2080,7930.201892306422,-81.70065882933105
CAPC 1990,World,Net CO₂,2080,-5149.216413345923,-112.14572433466698
CAPC 2015,Higher resp.,Gross CO₂,2080,1268.6823752122089,-95.751972100234
CAPC 2015,Higher resp.,Net CO₂,2080,-5506.188122546633,-118.73109862140969
CAPC 2015,Lower resp.,Gross CO₂,2080,8293.424764207346,-35.321649586579596
CAPC 2015,Lower resp.,Net CO₂,2080,1731.5612451509292,-85.98052075457979
CAPC 2015,World,Gross CO₂,2080,9908.08824655703,-77.13658622629221
CAPC 2015,World,Net CO₂,2080,-3500.35050003278,-108.25645862114513
CAPC 2025,Higher resp.,Gross CO₂,2080,1182.96262101837,-96.03899422215446
CAPC 2025,Higher resp.,Net CO₂,2080,-5281.300336946155,-117.9660693130967
CAPC 2025,Lower resp.,Gross CO₂,2080,7227.457199244298,-43.634864652275084
CAPC 2025,Lower resp.,Net CO₂,2080,668.6945569002196,-94.58595560033399
CAPC 2025,World,Gross CO₂,2080,8758.113494573758,-79.7902110154181
CAPC 2025,World,Net CO₂,2080,-4340.309149990626,-110.23771273749287
ECPC 1990,Higher resp.,Gross CO₂,2080,1673.6215510196432,-94.39608275381622
ECPC 1990,Higher resp.,Net CO₂,2080,-5383.305274626946,-118.31307244939455
ECPC 1990,Lower resp.,Gross CO₂,2080,5934.916561585116,-53.715066578854746
ECPC 1990,Lower resp.,Net CO₂,2080,-147.0724272823477,-101.19076287231105
ECPC 1990,World,Gross CO₂,2080,7901.975080767319,-81.76579362180276
ECPC 1990,World,Net CO₂,2080,-5281.839364107405,-112.45854898041779
ECPC 2015,Higher resp.,Gross CO₂,2080,1640.7618150998712,-94.50610956406712
ECPC 2015,Higher resp.,Net CO₂,2080,-4535.6879724482815,-115.4296251484733
ECPC 2015,Lower resp.,Gross CO₂,2080,4718.973888597244,-63.19790009120014
ECPC 2015,Lower resp.,Net CO₂,2080,-1905.5427838340645,-115.42811008506565
ECPC 2015,World,Gross CO₂,2080,6670.584966356717,-84.6072884694497
ECPC 2015,World,Net CO₂,2080,-6178.197163990565,-114.57283470249237
ECPC 2015*,Higher resp.,Gross CO₂,2080,1510.00131646777,-94.9439451147372
ECPC 2015*,Higher resp.,Net CO₂,2080,-5070.24584174729,-117.24809846355855
ECPC 2015*,Lower resp.,Gross CO₂,2080,5451.30291934456,-57.48664870648676
ECPC 2015*,Lower resp.,Net CO₂,2080,-893.7940001754635,-107.23654821348742
ECPC 2015*,World,Gross CO₂,2080,7278.050865632635,-83.20553024294328
ECPC 2015*,World,Net CO₂,2080,-5708.177899218306,-113.46417583798814
ECPC 2025,Higher resp.,Gross CO₂,2080,1544.3938457392182,-94.82878593325636
ECPC 2025,Higher resp.,Net CO₂,2080,-4431.549485926005,-115.07536404843101
ECPC 2025,Lower resp.,Gross CO₂,2080,5013.25909676764,-60.902843180853836
ECPC 2025,Lower resp.,Net CO₂,2080,-1842.670007716547,-114.91906451572767
ECPC 2025,World,Gross CO₂,2080,6868.323661137278,-84.15099644970392
ECPC 2025,World,Net CO₂,2080,-6011.654119580086,-114.1800009691843
Source,Higher resp.,Gross CO₂,2080,2774.483533375407,-90.70998093179257
Source,Higher resp.,Net CO₂,2080,-2391.7937812288233,-108.13646831549788
Source,Lower resp.,Gross CO₂,2080,2938.0591288215064,-77.08680994016007
Source,Lower resp.,Net CO₂,2080,-4109.3114405436845,-133.27078762879592
Source,World,Gross CO₂,2080,6058.228574548679,-86.02033175433839
Source,World,Net CO₂,2080,-6222.098185914024,-114.67638632423245
CAPC 1990,Higher resp.,Gross CO₂,2090,1387.0836967270006,-95.35551974384347
CAPC 1990,Higher resp.,Net CO₂,2090,-5852.791458399757,-119.91018315718682
CAPC 1990,Lower resp.,Gross CO₂,2090,5052.90676531519,-60.59364090648576
CAPC 1990,Lower resp.,Net CO₂,2090,-1436.4332725906747,-111.62999374634346
CAPC 1990,World,Gross CO₂,2090,6624.936424773612,-84.7126247834196
CAPC 1990,World,Net CO₂,2090,-7206.83647559785,-116.99913970031739
CAPC 2015,Higher resp.,Gross CO₂,2090,1431.2481910371232,-95.2076403315697
CAPC 2015,Higher resp.,Net CO₂,2090,-5849.413547167488,-119.89869208804464
CAPC 2015,Lower resp.,Gross CO₂,2090,6733.241110088666,-47.48913261794262
CAPC 2015,Lower resp.,Net CO₂,2090,76.08465177616881,-99.38398529104407
CAPC 2015,World,Gross CO₂,2090,8351.023330096315,-80.72959211922374
CAPC 2015,World,Net CO₂,2090,-5687.283119344528,-113.41489023489663
CAPC 2025,Higher resp.,Gross CO₂,2090,1383.3261360563547,-95.36810147657332
CAPC 2025,Higher resp.,Net CO₂,2090,-5850.989922847801,-119.90405464516678
CAPC 2025,Lower resp.,Gross CO₂,2090,5801.0450290818535,-54.75909725807382
CAPC 2025,Lower resp.,Net CO₂,2090,-816.3450806562237,-106.60948779456152
CAPC 2025,World,Gross CO₂,2090,7383.379594297476,-82.9624788847199
CAPC 2025,World,Net CO₂,2090,-6582.595571552678,-115.52671024108838
ECPC 1990,Higher resp.,Gross CO₂,2090,1863.7972877327063,-93.75930253900437
ECPC 1990,Higher resp.,Net CO₂,2090,-5805.410574969408,-119.7490015955418
ECPC 1990,Lower resp.,Gross CO₂,2090,4662.254970219049,-63.640236783487694
ECPC 1990,Lower resp.,Net CO₂,2090,-1544.184677196808,-112.50239637418633
ECPC 1990,World,Gross CO₂,2090,6689.624361470957,-84.56335410414474
ECPC 1990,World,Net CO₂,2090,-7278.577628874861,-117.16835928660147
ECPC 2015,Higher resp.,Gross CO₂,2090,1671.2328092161522,-94.40408116383973
ECPC 2015,Higher resp.,Net CO₂,2090,-5350.310034188802,-118.20082835440017
ECPC 2015,Lower resp.,Gross CO₂,2090,3731.2173530989244,-70.90116685281916
ECPC 2015,Lower resp.,Net CO₂,2090,-2799.725573163748,-122.66780610605554
ECPC 2015,World,Gross CO₂,2090,5591.59962027335,-87.09710162102752
ECPC 2015,World,Net CO₂,2090,-8070.367800712203,-119.03599591051761
ECPC 2015*,Higher resp.,Gross CO₂,2090,1833.8897182092574,-93.85944438083341
ECPC 2015*,Higher resp.,Net CO₂,2090,-5691.405739631686,-119.3611768851429
ECPC 2015*,Lower resp.,Gross CO₂,2090,4115.66824557975,-67.90293026810426
ECPC 2015*,Lower resp.,Net CO₂,2090,-2142.3315401991636,-117.34525570420315
ECPC 2015*,World,Gross CO₂,2090,6126.298458198386,-85.86325706175556
ECPC 2015*,World,Net CO₂,2090,-7758.473454281182,-118.30031450791158
ECPC 2025,Higher resp.,Gross CO₂,2090,1783.989828018237,-94.02652806534606
ECPC 2025,Higher resp.,Net CO₂,2090,-5192.300523891324,-117.66330735899805
ECPC 2025,Lower resp.,Gross CO₂,2090,3806.5576918252855,-70.31360634953471
ECPC 2025,Lower resp.,Net CO₂,2090,-2858.689357427508,-123.14520276299284
ECPC 2025,World,Gross CO₂,2090,5775.75391517274,-86.67215628972677
ECPC 2025,World,Net CO₂,2090,-7971.710319166839,-118.80328738203222
Source,Higher resp.,Gross CO₂,2090,2223.943726819563,-92.55339619780021
Source,Higher resp.,Net CO₂,2090,-3298.5064194038846,-111.22094771738955
Source,Lower resp.,Gross CO₂,2090,2405.8292585236877,-81.23753789999847
Source,Lower resp.,Net CO₂,2090,-4981.897519217413,-140.33562720872234
Source,World,Gross CO₂,2090,4843.484506393437,-88.82341500998473
Source,World,Net CO₂,2090,-8191.240329069604,-119.32110422432982
CAPC 1990,Higher resp.,Gross CO₂,2100,1519.299454985571,-94.91281143414761
CAPC 1990,Higher resp.,Net CO₂,2100,-6716.8549647634,-122.84957759715974
CAPC 1990,Lower resp.,Gross CO₂,2100,4096.444997728938,-68.05284758163013
CAPC 1990,Lower resp.,Net CO₂,2100,-1671.090739312936,-113.52988350982038
CAPC 1990,World,Gross CO₂,2100,5802.519631329602,-86.61039304860338
CAPC 1990,World,Net CO₂,2100,-8295.999280459799,-119.56820460680284
CAPC 2015,Higher resp.,Gross CO₂,2100,1680.490054837363,-94.37308440811725
CAPC 2015,Higher resp.,Net CO₂,2100,-6835.920528077867,-123.25461802789341
CAPC 2015,Lower resp.,Gross CO₂,2100,4977.9182179614745,-61.178457876631676
CAPC 2015,Lower resp.,Net CO₂,2100,-688.7843223795978,-105.5766999516843
CAPC 2015,World,Gross CO₂,2100,6845.150849576565,-84.2044688821075
CAPC 2015,World,Net CO₂,2100,-7430.844626969254,-117.52751936760495
CAPC 2025,Higher resp.,Gross CO₂,2100,1585.1199202368973,-94.69241964954792
CAPC 2025,Higher resp.,Net CO₂,2100,-6805.867620087373,-123.15238323843442
CAPC 2025,Lower resp.,Gross CO₂,2100,4573.591517012632,-64.33170093230325
CAPC 2025,Lower resp.,Net CO₂,2100,-1228.7363867289175,-109.94838866951955
CAPC 2025,World,Gross CO₂,2100,6354.477016377286,-85.33672352066148
CAPC 2025,World,Net CO₂,2100,-7941.518525526857,-118.7320724294484
ECPC 1990,Higher resp.,Gross CO₂,2100,1823.1884360393653,-93.89527631647717
ECPC 1990,Higher resp.,Net CO₂,2100,-6740.44645172142,-122.92983175103198
ECPC 1990,Lower resp.,Gross CO₂,2100,3754.222848163203,-70.72175273699774
ECPC 1990,Lower resp.,Net CO₂,2100,-1721.0501174809126,-113.93437654597575
ECPC 1990,World,Gross CO₂,2100,5748.868574885248,-86.73419556957003
ECPC 1990,World,Net CO₂,2100,-8376.476244363903,-119.75802980357196
ECPC 2015,Higher resp.,Gross CO₂,2100,1780.6421936063182,-94.03773721009175
ECPC 2015,Higher resp.,Net CO₂,2100,-6521.588350531034,-122.18531438506963
ECPC 2015,Lower resp.,Gross CO₂,2100,3099.70161596802,-75.82620051491038
ECPC 2015,Lower resp.,Net CO₂,2100,-2510.935477053479,-120.32963483429788
ECPC 2015,World,Gross CO₂,2100,5074.123668695917,-88.29120350066806
ECPC 2015,World,Net CO₂,2100,-8942.387169677611,-121.09287331083296
ECPC 2015*,Higher resp.,Gross CO₂,2100,1791.9926965651264,-93.9997314379714
ECPC 2015*,Higher resp.,Net CO₂,2100,-6716.148310013331,-122.84717368005407
ECPC 2015*,Lower resp.,Gross CO₂,2100,3359.7714706334546,-73.79798060935174
ECPC 2015*,Lower resp.,Net CO₂,2100,-2146.886773459275,-117.38213687044954
ECPC 2015*,World,Gross CO₂,2100,5335.486457139223,-87.68809567315088
ECPC 2015*,World,Net CO₂,2100,-8775.705674649047,-120.6997130068574
ECPC 2025,Higher resp.,Gross CO₂,2100,1840.6612054766174,-93.83677088319784
ECPC 2025,Higher resp.,Net CO₂,2100,-6534.1658540277085,-122.22810087422764
ECPC 2025,Lower resp.,Gross CO₂,2100,3142.1273975200716,-75.49533243039728
ECPC 2025,Lower resp.,Net CO₂,2100,-2436.6542361110064,-119.72822133036705
ECPC 2025,World,Gross CO₂,2100,5173.906476182592,-88.0609496355127
ECPC 2025,World,Net CO₂,2100,-8881.045302268083,-120.94818306052639
Source,Higher resp.,Gross CO₂,2100,2037.0102351120934,-93.17932015141483
Source,Higher resp.,Net CO₂,2100,-4821.603087290544,-116.40225886426163
Source,Lower resp.,Gross CO₂,2100,2288.5015173280785,-82.1525476787108
Source,Lower resp.,Net CO₂,2100,-4258.506460021174,-134.4787359384166
Source,World,Gross CO₂,2100,4532.012519407043,-89.54215234257393
Source,World,Net CO₂,2100,-8983.189812669556,-121.18911662517912
