principle,start,state,region,gv,base,pct,grp,lab,off,xplot
ECPC,2025,Source,NAM,541147.1677710314,544172.754455517,-0.5559974584749242,Higher resp.,ECPC 2025,FALSE,-0.5559974584749242
ECPC,2025,Source,PAO,126262.21776051966,126929.60605925642,-0.5257940361251792,Higher resp.,ECPC 2025,FALSE,-0.5257940361251792
ECPC,2025,Source,PAS,284659.6128886806,286407.08052768884,-0.6101342312447847,Lower resp.,ECPC 2025,FALSE,-0.6101342312447847
ECPC,2025,Source,RCPA,48721.37725225753,48985.13654832773,-0.5384476081024756,Higher resp.,ECPC 2025,FALSE,-0.5384476081024756
ECPC,2025,Source,SAS,371541.54724644223,375858.3958231356,-1.1485305702003608,Lower resp.,ECPC 2025,FALSE,-1.1485305702003608
ECPC,2025,Source,WEU,415399.0394489928,416746.26670925645,-0.323272784397498,Higher resp.,ECPC 2025,FALSE,-0.323272784397498
ECPC,2025,Unlimited (U),AFR,154548.1352814702,150644.6409100833,2.5911936513671274,Lower resp.,ECPC 2025,FALSE,2.5911936513671274
ECPC,2025,Unlimited (U),CHN,658197.3531156499,668013.5292433327,-1.4694576828109598,Higher resp.,ECPC 2025,FALSE,-1.4694576828109598
ECPC,2025,Unlimited (U),EEU,60814.02790683156,61523.73116335529,-1.1535439140375872,Higher resp.,ECPC 2025,FALSE,-1.1535439140375872
ECPC,2025,Unlimited (U),FSU,100906.21057600398,102006.69131736126,-1.0788319149902394,Higher resp.,ECPC 2025,FALSE,-1.0788319149902394
ECPC,2025,Unlimited (U),LAM,216120.13921022596,218841.43592540748,-1.243501580801674,Lower resp.,ECPC 2025,FALSE,-1.243501580801674
ECPC,2025,Unlimited (U),MEA,283565.7168262249,287608.20685387275,-1.4055544769978594,Higher resp.,ECPC 2025,FALSE,-1.4055544769978594
ECPC,2025,Unlimited (U),NAM,539219.1865041415,544172.754455517,-0.9102932682346241,Higher resp.,ECPC 2025,FALSE,-0.9102932682346241
ECPC,2025,Unlimited (U),PAO,126281.17815324207,126929.60605925642,-0.5108563133108837,Higher resp.,ECPC 2025,FALSE,-0.5108563133108837
ECPC,2025,Unlimited (U),PAS,284813.28047072573,286407.08052768884,-0.5564806756965034,Lower resp.,ECPC 2025,FALSE,-0.5564806756965034
ECPC,2025,Unlimited (U),RCPA,48353.943811155,48985.13654832773,-1.2885393032435752,Higher resp.,ECPC 2025,FALSE,-1.2885393032435752
ECPC,2025,Unlimited (U),SAS,374523.93088518793,375858.3958231356,-0.35504459998164783,Lower resp.,ECPC 2025,FALSE,-0.35504459998164783
ECPC,2025,Unlimited (U),WEU,414718.8368845811,416746.26670925645,-0.4864902187809673,Higher resp.,ECPC 2025,FALSE,-0.4864902187809673
ECPC,2025,Lowest-f. (L),AFR,150696.4522631846,150644.6409100833,0.03439309409765448,Lower resp.,ECPC 2025,FALSE,0.03439309409765448
ECPC,2025,Lowest-f. (L),CHN,658644.3734713611,668013.5292433327,-1.4025398231955157,Higher resp.,ECPC 2025,FALSE,-1.4025398231955157
ECPC,2025,Lowest-f. (L),EEU,60739.81905674539,61523.73116335529,-1.2741621676495607,Higher resp.,ECPC 2025,FALSE,-1.2741621676495607
ECPC,2025,Lowest-f. (L),FSU,101146.29526196857,102006.69131736126,-0.8434702118862384,Higher resp.,ECPC 2025,FALSE,-0.8434702118862384
ECPC,2025,Lowest-f. (L),LAM,216162.99679415574,218841.43592540748,-1.2239177283431328,Lower resp.,ECPC 2025,FALSE,-1.2239177283431328
ECPC,2025,Lowest-f. (L),MEA,284051.2269069565,287608.20685387275,-1.236744940565429,Higher resp.,ECPC 2025,FALSE,-1.236744940565429
ECPC,2025,Lowest-f. (L),NAM,538669.5433988225,544172.754455517,-1.0112985282037599,Higher resp.,ECPC 2025,FALSE,-1.0112985282037599
ECPC,2025,Lowest-f. (L),PAO,126437.28780262031,126929.60605925642,-0.3878671587511824,Higher resp.,ECPC 2025,FALSE,-0.3878671587511824
ECPC,2025,Lowest-f. (L),PAS,284833.7959980455,286407.08052768884,-0.5493176100062465,Lower resp.,ECPC 2025,FALSE,-0.5493176100062465
ECPC,2025,Lowest-f. (L),RCPA,48275.68987169087,48985.13654832773,-1.4482896785169488,Higher resp.,ECPC 2025,FALSE,-1.4482896785169488
ECPC,2025,Lowest-f. (L),SAS,373296.4784798814,375858.3958231356,-0.6816176974425603,Lower resp.,ECPC 2025,FALSE,-0.6816176974425603
ECPC,2025,Lowest-f. (L),WEU,414448.39727249084,416746.26670925645,-0.5513833284963114,Higher resp.,ECPC 2025,FALSE,-0.5513833284963114
