model,scenario,region,variable,unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Capacity|Electricity|Biomass,GW,1.017771,1.017771,1.113321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Capacity|Electricity|Geothermal,GW,0.893440965427266,1.300346850553046,1.357074767302201,1.291774767302201,1.50056715349365,1.73109081894195,1.985607572646717,2.266614634504932,2.576869137066223,3.297613684850971,4.176197266842223,5.247185750788567,6.552714736597804
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Capacity|Electricity|Hydro,GW,27.66276923678868,35.32506947625536,69.13590159259772,84.8047250395791,102.8493136510749,114.8393136510748,126.8293136510749,136.0293136510748,145.2293136510748,157.5693136510748,165.1293136510748,169.4893136510748,171.9293136510748
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Capacity|Electricity|Solar,GW,5.64251299,17.49393156999995,88.70409917060094,149.7644412996852,210.2228154392417,316.9653122210791,417.8322384068,642.1551636075799,950.2403740493755,1863.886075106879,3062.950251312079,4212.918072588708,5222.661552407897
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Capacity|Electricity|Wind,GW,3.443759999999995,5.46705159999999,13.0,28.95024903384901,63.20514806951766,96.13242175754084,122.8620017827203,206.5128035196966,371.037680081624,892.7603991343295,1547.077416711932,2427.928669045371,3392.094679783145
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|CH4,Mt CH4/yr,31.50918239938694,33.62781465859052,31.73290455289952,32.00448439371422,31.35858577343032,31.35692842074344,31.91925950960094,32.81594153466873,32.2608400554389,31.52194869985601,32.12619238455984,33.78330386458232,37.1006260247231
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|CO2,Mt CO2/yr,2615.821925334785,2715.745570335876,1974.579117186964,1718.763783316964,1493.602965276442,1435.646069755618,1347.884763803533,1300.453378249058,1066.418450545517,117.4349592514735,-603.8021655373828,-833.4847348269956,-643.5185746233497
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,656.8673315244243,843.3698166750913,604.9063977812283,630.5565011094474,686.297189232878,723.6576833312471,730.205754125032,717.8758452307369,519.5638112505685,-55.08383158547838,-412.9280041457175,-456.3062449452495,-197.2785708571624
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,79.55397333890465,97.71843633697902,76.12740038184101,70.69543340720699,79.4965062333936,92.7108799518574,118.1089063166148,154.3146708928467,175.7511420480535,168.713524491716,242.6683384729812,318.6235537622028,404.791336418856
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|CO2|Energy|Demand|Residential and Commercial,Mt CO2/yr,50.73442023776074,55.28565728177544,41.35115191024975,3.985163199487879,1.87521918767434,1.48106913773105,2.470446630327965,4.128489617618778,6.8952256879710925,17.24142382552064,31.46254989912963,0.0,0.0
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,195.7564744327665,265.6735447581397,306.563935399212,366.765176478437,392.150254930905,400.4233534059042,380.6209944085846,349.816796261952,220.4823026137608,86.57515988877671,87.11050794755498,170.8029174569182,356.6794523815911
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|CO2|Industrial Processes,Mt CO2/yr,48.76065761867973,63.42268681241005,79.87941960125538,107.2855660378866,142.3620047240155,181.8305102908458,219.3017630885399,248.3645612131581,261.5498850644025,194.3982843622514,50.13094494421051,55.58428017432948,59.3222153991909
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|Kyoto Gases,Mt CO2-equiv/yr,3764.389896053684,3934.554536421126,3131.838365108008,2886.37429181477,2646.703976811614,2594.686734493341,2527.504146924852,2509.955676473503,2269.400268366689,1323.305665547279,645.6279087348119,489.7939236631768,790.0041192836218
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Emissions|N2O,kt N2O/yr,1155.513671069114,1199.565503473515,1179.720054653447,1183.288860176702,1179.848110918655,1186.849904340564,1194.575056027912,1198.651207408722,1198.243981363525,1202.330319494403,1217.80928159275,1237.142648526557,1235.68942138694
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,AFR,Final Energy,EJ/yr,12.69996407615442,14.20070691034526,15.89944846450078,19.66791507358123,22.28816349351515,24.74765477809246,27.88255221686156,31.56850785772604,34.32772012325928,46.99153248278436,64.11140139534155,83.14084073991573,103.3317853995292
