model,scenario,region,variable,unit,year,value
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy,EJ/yr,2090,684.6376211548265
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy,EJ/yr,2100,736.2256816515868
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2020,159.2718377135721
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2025,152.9177868999523
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2030,128.1428061484843
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2035,80.2436552837796
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2040,50.47948575107529
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2045,33.51092106392841
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2050,17.85950397124996
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2055,6.584440878758498
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2060,3.408082992880826
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2070,0.313530507794935
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2080,0.094275354504292
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2090,0.051183763414812
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Coal,EJ/yr,2100,0.030349299801803
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2020,143.5785404203717
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2025,157.6290678056118
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2030,149.8772513814361
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2035,170.7036716112042
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2040,185.3447410604656
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2045,183.8077672565702
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2050,182.439916539504
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2055,165.1483403573909
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2060,155.5940048121193
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2070,143.0018122282225
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2080,131.867009941831
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2090,119.6238277933529
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Gas,EJ/yr,2100,114.1127276486632
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2020,173.6952256447117
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2025,186.0916647594852
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2030,173.0201765771269
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2035,166.2662774581826
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2040,142.4054189976323
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2045,115.7496604300589
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2050,88.61806273744905
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2055,70.53285948533185
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2060,53.95571744967499
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2070,29.83675577301799
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2080,18.40671225045021
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2090,9.374825867751763
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Primary Energy|Oil,EJ/yr,2100,4.049730292789218
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2020,34.19901612303592
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2025,37.42211566530491
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2030,30.04129004068355
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2035,16.88513424654552
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2040,9.9142136280169
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2045,6.32703768712994
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2050,2.227845805371861
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2055,0.001589788734337
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2060,0.001340036240126
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2070,0.0
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2080,0.0
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2090,-4.2955813865458624e-10
MESSAGEix-GLOBIOM-GAINS 2.1-M-R12,SSP2 - Low Emissions,World,Secondary Energy|Electricity|Coal,EJ/yr,2100,0.0
