model,scenario_set,variant,region,variable,unit,year,value,state,principle,start,src,ratio,grp,lab,ypos
SSP_SSP2_v6.5_ES,800fm_capc2015,L. SSP2-2C-CAPC2015,MEA,Price|Carbon,US$2010/t CO2,2030,141.1226043908212,Lowest-f. (L),CAPC,2015,38.00703055169213,3.713065776051221,Higher resp.,CAPC 2015,3.15
SSP_SSP2_v6.5_ES,800fm_capc2015,L. SSP2-2C-CAPC2015,NAM,Price|Carbon,US$2010/t CO2,2030,141.1226043908213,Lowest-f. (L),CAPC,2015,38.00703055169213,3.713065776051223,Higher resp.,CAPC 2015,3.15
SSP_SSP2_v6.5_ES,800fm_capc2015,L. SSP2-2C-CAPC2015,PAS,Price|Carbon,US$2010/t CO2,2030,141.122604390821,Lowest-f. (L),CAPC,2015,38.00703055169213,3.7130657760512156,Lower resp.,CAPC 2015,2.85
SSP_SSP2_v6.5_ES,800fm_capc2015,L. SSP2-2C-CAPC2015,PAO,Price|Carbon,US$2010/t CO2,2030,141.1226043908217,Lowest-f. (L),CAPC,2015,38.00703055169213,3.713065776051234,Higher resp.,CAPC 2015,3.15
SSP_SSP2_v6.5_ES,800fm_capc2015,L. SSP2-2C-CAPC2015,RCPA,Price|Carbon,US$2010/t CO2,2030,141.1226043908212,Lowest-f. (L),CAPC,2015,38.00703055169213,3.713065776051221,Higher resp.,CAPC 2015,3.15
SSP_SSP2_v6.5_ES,800fm_capc2015,L. SSP2-2C-CAPC2015,SAS,Price|Carbon,US$2010/t CO2,2030,14.67034798723376,Lowest-f. (L),CAPC,2015,38.00703055169213,0.38599037531440644,Lower resp.,CAPC 2015,2.85
SSP_SSP2_v6.5_ES,800fm_capc2015,L. SSP2-2C-CAPC2015,AFR,Price|Carbon,US$2010/t CO2,2030,7.84444385777871,Lowest-f. (L),CAPC,2015,38.00703055169213,0.20639454711174388,Lower resp.,CAPC 2015,2.85
SSP_SSP2_v6.5_ES,800fm_capc2015,L. SSP2-2C-CAPC2015,WEU,Price|Carbon,US$2010/t CO2,2030,141.1226043908212,Lowest-f. (L),CAPC,2015,38.00703055169213,3.713065776051221,Higher resp.,CAPC 2015,3.15
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,CHN,Price|Carbon,US$2010/t CO2,2030,97.93483840726115,Lowest-f. (L),CAPC,2025,38.00703055169213,2.5767558524221763,Higher resp.,CAPC 2025,1.15
SSP_SSP2_v6.5_ES,800fm_capc2025,L. SSP2-2C-CAPC2025,EEU,Price|Carbon,US$2010/t CO2,2030,97.93483840726118,Lowest-f. (L),CAPC,2025,38.00703055169213,2.5767558524221768,Higher resp.,CAPC 2025,1.15
